,group,sender,text,date
1,freifahren_BE,262673948,"Absolutely no commercial advertising. Even if there's ""free benefits"" involved. Stay on topic.",2023-09-06 20:23:08+00:00
1,freifahren_BE,262673948,@yasin6512 talking to you.,2023-09-06 20:23:56+00:00
1,freifahren_BE,64196833,"Sbahn ring. S42. 1x männlich, 3xweiblich gelesen. Landsberger Allee ausgestiegen",2023-09-07 04:18:09+00:00
1,freifahren_BE,5006015882,Ring s42 Wedding sind noch im Zug werden wahrscheinlich Beussel oder Jungfernheide raus,2023-09-07 05:09:04+00:00
1,freifahren_BE,1778132868,6 Blaue Osloerstr. Richtung Wittenau,2023-09-07 05:10:42+00:00
1,freifahren_BE,5006015882,Sind Westhafen,2023-09-07 05:11:36+00:00
1,freifahren_BE,487330033,"Landsberger alle, steigen ein Richtung Ostkreuz",2023-09-07 05:12:13+00:00
1,freifahren_BE,171720735,Steigen storkower str aus aus der s 9 Richtung Blankenburg,2023-09-07 05:34:03+00:00
1,freifahren_BE,1126439400,S5 Savingnyplatz 2 Männer einer Grau Kurze Hose und Pullover mit aufschrift und der andere weißes Cap und blaue Nike Trainingsjacke,2023-09-07 05:44:14+00:00
1,freifahren_BE,1126439400,der andere ist leider nicht zu sehen,2023-09-07 05:47:11+00:00
1,freifahren_BE,5696422586,2 sicherheitsdienste u7 wilmersdorfer richtung rudow,2023-09-07 06:00:52+00:00
1,freifahren_BE,5696422586,sind jetzt adenauerplatz in die u7spandau ausgestiegen,2023-09-07 06:03:17+00:00
1,freifahren_BE,906738400,U8 Osloer Richtung Hermannstraße,2023-09-07 06:03:58+00:00
1,freifahren_BE,2097469943,S26 Richtung Teltow Stadt eine Dame an der wollankstr. eingestiegen,2023-09-07 06:43:18+00:00
1,freifahren_BE,522846865,"S1 richtung wannsee, feuerbachstraße",2023-09-07 07:14:12+00:00
1,freifahren_BE,1399037612,S42 jtz Wedding 2 blonde kontrollierte Frauen,2023-09-07 07:22:42+00:00
1,freifahren_BE,448069734,Does anyone has bicycle ticket i could borrow?,2023-09-07 07:24:11+00:00
1,freifahren_BE,1399037612,Sind Wedding ausgestiegen,2023-09-07 07:24:30+00:00
1,freifahren_BE,5783805118,S7 towards Potsdam hbf. Controller near lictenberg,2023-09-07 07:24:53+00:00
1,freifahren_BE,1147001947,"Ostkreuz s 41  auf dem Gleis 2 Männlich, einer sehr breit und dunkel gekleidet",2023-09-07 07:28:04+00:00
1,freifahren_BE,250669307,"S42, storkower str, 2 male read, still on the train",2023-09-07 07:32:00+00:00
1,freifahren_BE,227378219,U5 Wuhletal BOS Tshirt/Weste schwarz,2023-09-07 07:55:04+00:00
1,freifahren_BE,517526229,,2023-09-07 07:57:48+00:00
1,freifahren_BE,517526229,Zwei männlich gelesen. Beide mit Hüftgold. Eine weiblich gelesen. Alle mit dunkel blauen BOS Weste.,2023-09-07 07:59:21+00:00
1,freifahren_BE,1348173163,"2männlich gelesene 1 sehr großer Mensch mit beidem Pulli und der andere hat ne Hose in der gleichen Farbe an. S25 Richtung waidmannslust. Gerade Friedrichstraße, fahren weiter mit.
Kontrollieren mit Handys",2023-09-07 08:04:14+00:00
1,freifahren_BE,1348173163,Das ist der eine. Sind Oranienburgerstr auch noch weiter gefahren,2023-09-07 08:06:43+00:00
1,freifahren_BE,1727751569,Die fahren von Humboldhsin wieder zurück Richtung Friedrichstraße,2023-09-07 08:13:10+00:00
1,freifahren_BE,977296764,Kontrolle beim aussteigen an der Osloerstr. U8. Zumindest hinten. In blauen Vesten,2023-09-07 08:13:42+00:00
