,Unnamed: 0.1,Unnamed: 0,station name,lines,area,LAT,LON,Location,color
0,0,0.0,Adenauerplatz,U7,Charlottenburg,52.49972222222223,13.307222222222222,U7,"[array(['#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000'],
       dtype=object)                                                      ]"
1,1,1.0,Adlershof,"S45, S46, S8, S85, S9",Adlershof,52.43472222222222,13.54138888888889,S and U Bahn,"[array(['#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000'],
       dtype=object)                                                      ]"
2,2,2.0,Afrikanische Straße,U6,Wedding,52.56055555555555,13.334166666666668,U6,"[array(['#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000'],
       dtype=object)                                                      ]"
3,3,3.0,Ahrensfelde,S7,Marzahn,52.57166666666667,13.565,S7,['#FF0000']
4,4,4.0,Alexanderplatz,"U2, U5, U8, S3, S5, S7, S9",Mitte,52.521388888888886,13.412638888888887,S and U Bahn,['#FF0000']
5,5,5.0,Alt-Mariendorf,U6,Mariendorf,52.439722222222215,13.3875,U6,"[array(['#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000'],
       dtype=object)                                                      ]"
6,6,6.0,Alt-Reinickendorf,S25,Reinickendorf,52.57777777777778,13.350555555555555,S25,"[array(['#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000',
        '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000', '#FF0000'],
       dtype=object)                                                      ]"
