,station,line,latitude,longitude
233,jungfernheide,U7,52.53055555555555,13.300138888888888
235,jungfernheide,S41,52.53055555555555,13.300138888888888
236,jungfernheide,S42,52.53055555555555,13.300138888888888
237,kaiserdamm,U2,52.51,13.282222222222224
238,kaiserin augusta str,U6,52.46,13.38472222222222
239,karl bonhoeffer nervenklinik,U8,52.57833333333333,13.331388888888888
240,karl bonhoeffer nervenklinik,S25,52.57833333333333,13.331388888888888
241,karl marx str,U7,52.47611111111112,13.439166666666669
242,karlshorst,S3,52.48083333333334,13.525833333333336
243,karow,S2,52.615,13.469166666666666
244,kaulsdorf,S5,52.51222222222222,13.59027777777778
245,kaulsdorf nord,U5,52.52111111111111,13.58888888888889
246,kienberg,U5,52.52861111111111,13.590555555555556
247,kleistpark,U7,52.49055555555556,13.360277777777778
248,klosterstr,U2,52.51611111111111,13.412222222222224
249,kochstr,U6,52.505833333333335,13.390555555555554
250,konstanzer str,U7,52.49361111111112,13.31
251,kottbusser tor,U1,52.49916666666667,13.418055555555554
252,kottbusser tor,U8,52.49916666666667,13.418055555555554
253,krumme lanke,U3,52.44333333333333,13.241388888888888
254,kurfürstendamm,U1,52.50416666666667,13.333055555555555
255,kurfürstendamm,U9,52.50416666666667,13.333055555555555
256,kurfürstenstr,U1,52.5,13.361944444444443
257,kurt schumacher platz,U6,52.56333333333333,13.3275
258,köllnische heide,S45,52.46944444444445,13.4675
259,köllnische heide,S46,52.46944444444445,13.4675
260,köllnische heide,S47,52.46944444444445,13.4675
261,königs wusterhausen,S46,52.29666666666667,13.631111111111112
262,köpenick,S3,52.45861111111111,13.580833333333333
263,landsberger allee,S41,52.52944444444445,13.45472222222222
264,landsberger allee,S42,52.52944444444445,13.45472222222222
265,landsberger allee,S8,52.52944444444445,13.45472222222222
266,landsberger allee,S85,52.52944444444445,13.45472222222222
267,lankwitz,S25,52.438611111111,13.341666666667
268,lehnitz,S1,52.74111111111111,13.26361111111111
269,leinestr,U8,52.47361111111111,13.428055555555554
270,leopoldplatz,U6,52.546388888888885,13.359166666666669
271,leopoldplatz,U9,52.546388888888885,13.359166666666669
272,lichtenberg,U5,52.51055555555556,13.496388888888887
273,lichtenberg,S5,52.51055555555556,13.496388888888887
274,lichtenberg,S7,52.51055555555556,13.496388888888887
275,lichtenberg,S75,52.51055555555556,13.496388888888887
276,lichtenrade,S2,52.387146,13.396526
277,lichterfelde ost,S25,52.43,13.328888888889
278,lichterfelde ost,S26,52.43,13.328888888889
279,lichterfelde süd,S25,52.41,13.308611111111
280,lichterfelde süd,S26,52.41,13.308611111111
281,lichterfelde west,S1,52.44333333333333,13.29472222222222
282,lindauer allee,U8,52.57527777777778,13.339166666666667
283,lipschitzallee,U7,52.42472222222222,13.462777777777776
284,louis lewin str,U5,52.53888888888888,13.618333333333334
285,magdalenenstr,U5,52.5125,13.486388888888888
286,mahlow,S2,52.360230555556,13.408480555556
287,mahlsdorf,S5,52.511944444444445,13.61
288,marienfelde,S2,52.424166666667,13.374722222222
289,marzahn,S7,52.54361111111111,13.54111111111111
290,mehringdamm,U6,52.49444444444445,13.38861111111111
291,mehrower allee,S7,52.5575,13.553611111111111
292,mendelssohn bartholdy park,U2,52.50388888888889,13.375
293,messe nord/icc,S41,52.507777777777775,13.281666666666668
294,messe nord/icc,S42,52.507777777777775,13.281666666666668
295,messe nord/icc,S46,52.507777777777775,13.281666666666668
296,messe süd,S3,52.49861111111111,13.270277777777778
297,messe süd,S9,52.49861111111111,13.270277777777778
298,mexikoplatz,S1,52.4375,13.2325
299,mierendorffplatz,U7,52.52666666666666,13.305
300,mohrenstr,U2,52.51166666666666,13.38472222222222
301,moritzplatz,U8,52.50361111111111,13.410833333333334
302,museumsinsel,U5,52.5175,13.398333333333332
303,märkisches museum,U2,52.511944444444445,13.408888888888889
304,möckernbrücke,U1,52.49916666666667,13.383055555555556
305,möckernbrücke,U7,52.49916666666667,13.383055555555556
306,mühlenbeck mönchmühle,S8,52.65472222222222,13.386666666666668
307,naturkundemuseum,U6,52.53111111111111,13.3825
308,nauener platz,U9,52.55166666666666,13.3675
309,neu westend,U2,52.51555555555556,13.261111111111113
310,neuenhagen,S5,52.520833333333336,13.700277777777776
311,neukölln,U7,52.46944444444445,13.442222222222222
312,neukölln,S41,52.46944444444445,13.442222222222222
313,neukölln,S42,52.46944444444445,13.442222222222222
314,neukölln,S45,52.46944444444445,13.442222222222222
315,neukölln,S46,52.46944444444445,13.442222222222222
316,neukölln,S47,52.46944444444445,13.442222222222222
317,nikolassee,S1,52.431666666666665,13.193333333333332
318,nikolassee,S7,52.431666666666665,13.193333333333332
319,nollendorfplatz,U1,52.49944444444444,13.35361111111111
321,nollendorfplatz,U2,52.49944444444444,13.35361111111111
322,nordbahnhof,S1,52.53194444444444,13.387777777777778
323,nordbahnhof,S2,52.53194444444444,13.387777777777778
324,nordbahnhof,S25,52.53194444444444,13.387777777777778
325,nordbahnhof,S26,52.53194444444444,13.387777777777778
326,nöldnerplatz,S5,52.50388888888889,13.485277777777776
327,nöldnerplatz,S7,52.50388888888889,13.485277777777776
328,nöldnerplatz,S75,52.50388888888889,13.485277777777776
329,nürnberger platz,U3,52.498333333333335,13.334166666666668
330,oberspree,S47,52.4525,13.538333333333334
331,olympia stadion,U2,52.51722222222222,13.25
332,olympiastadion,S3,52.51166666666666,13.2425
333,olympiastadion,S9,52.51166666666666,13.2425
334,onkel toms hütte,U3,52.45027777777778,13.253333333333334
335,oranienburg,S1,52.75361111111111,13.24972222222222
336,oranienburger str,S1,52.525046,13.392924
337,oranienburger str,S2,52.525046,13.392924
338,oranienburger str,S25,52.525046,13.392924
339,oranienburger str,S26,52.525046,13.392924
340,oranienburger tor,U6,52.525,13.3875
341,osdorfer str,S25,52.41925,13.314555555556
342,oskar helene heim,U3,52.45027777777778,13.269722222222224
343,osloer str,U8,52.55694444444444,13.373333333333331
344,osloer str,U9,52.55694444444444,13.373333333333331
345,ostbahnhof,S3,52.51,13.434722222222222
346,ostbahnhof,S5,52.51,13.434722222222222
347,ostbahnhof,S7,52.51,13.434722222222222
348,ostbahnhof,S75,52.51,13.434722222222222
349,ostbahnhof,S9,52.51,13.434722222222222
350,osthafen,U1,52.50222222222222,13.446388888888889
351,ostkreuz,S3,52.50305555555556,13.46888888888889
352,ostkreuz,S41,52.50305555555556,13.46888888888889
353,ostkreuz,S42,52.50305555555556,13.46888888888889
354,ostkreuz,S5,52.50305555555556,13.46888888888889
355,ostkreuz,S7,52.50305555555556,13.46888888888889
356,ostkreuz,S75,52.50305555555556,13.46888888888889
357,ostkreuz,S8,52.50305555555556,13.46888888888889
358,ostkreuz,S85,52.50305555555556,13.46888888888889
359,otisstr,U6,52.57111111111112,13.30277777777778
360,pankow,U2,52.56666666666667,13.411111111111111
361,pankow,S2,52.56666666666667,13.411111111111111
362,pankow,S8,52.56666666666667,13.411111111111111
363,pankow,S85,52.56666666666667,13.411111111111111
364,pankow heinersdorf,S2,52.57833333333333,13.42972222222222
365,pankow heinersdorf,S8,52.57833333333333,13.42972222222222
366,pankstr,U8,52.55222222222222,13.381388888888887
367,paracelsus bad,U8,52.57416666666667,13.349166666666669
368,paradestr,U6,52.47805555555556,13.386111111111113
369,parchimer allee,U7,52.44472222222222,13.449722222222222
370,paulsternstr,U7,52.53805555555555,13.247777777777776
371,petershagen nord,S5,52.52916666666667,13.79111111111111
372,pichelsberg,S3,52.51027777777778,13.227222222222222
373,pichelsberg,S9,52.51027777777778,13.227222222222222
374,platz der luftbrücke,U6,52.48555555555556,13.385833333333332
375,plänterwald,S8,52.47861111111112,13.473333333333333
376,plänterwald,S85,52.47861111111112,13.473333333333333
377,plänterwald,S9,52.47861111111112,13.473333333333333
378,podbielskiallee,U3,52.46416666666667,13.295833333333333
379,poelchaustr,S7,52.535555555555554,13.535555555555556
380,potsdam hauptbahnhof,S7,52.391666666666666,13.066666666666666
381,potsdamer platz,U2,52.50944444444445,13.375833333333334
382,potsdamer platz,S1,52.50944444444445,13.375833333333334
383,potsdamer platz,S2,52.50944444444445,13.375833333333334
384,potsdamer platz,S25,52.50944444444445,13.375833333333334
385,potsdamer platz,S26,52.50944444444445,13.375833333333334
386,prenzlauer allee,S41,52.54472222222222,13.42611111111111
387,prenzlauer allee,S42,52.54472222222222,13.42611111111111
388,prenzlauer allee,S8,52.54472222222222,13.42611111111111
389,prenzlauer allee,S85,52.54472222222222,13.42611111111111
390,priesterweg,S2,52.4601,13.3563
391,priesterweg,S25,52.4601,13.3563
392,priesterweg,S26,52.4601,13.3563
393,prinzenstr,U1,52.498333333333335,13.405833333333334
394,rahnsdorf,S3,52.45166666666667,13.689722222222224
395,raoul wallenberg str,S7,52.55083333333333,13.5475
396,rathaus neukölln,U7,52.48194444444445,13.433055555555557
397,rathaus reinickendorf,U8,52.58833333333334,13.325833333333334
398,rathaus schöneberg,U4,52.48305555555556,13.341944444444444
399,rathaus spandau,U7,52.53527777777778,13.199722222222222
400,rathaus steglitz,U9,52.45611111111111,13.320833333333333
401,rathaus steglitz,S1,52.45611111111111,13.320833333333333
402,rehberge,U6,52.556666666666665,13.341111111111111
403,reinickendorfer str,U6,52.54,13.370277777777778
404,residenzstr,U8,52.57111111111112,13.360555555555557
405,richard wagner platz,U7,52.51583333333333,13.3075
406,rohrdamm,U7,52.53722222222222,13.2625
407,rosa luxemburg platz,U2,52.52833333333333,13.41027777777778
408,rosenthaler platz,U8,52.53,13.401111111111112
409,rotes rathaus,U5,52.51861111111111,13.408333333333331
410,rudow,U7,52.41611111111111,13.495277777777776
411,ruhleben,U2,52.52555555555556,13.241388888888888
412,rummelsburg,S3,52.50111111111111,13.47888888888889
413,röntgental,S2,52.64861111111111,13.513333333333334
414,rüdesheimer platz,U3,52.473333333333336,13.314444444444446
415,samariterstr,U5,52.51472222222223,13.464444444444444
416,savignyplatz,S3,52.505277777778,13.318888888889
417,savignyplatz,S5,52.505277777778,13.318888888889
418,savignyplatz,S7,52.505277777778,13.318888888889
419,savignyplatz,S9,52.505277777778,13.318888888889
420,scharnweberstr,U6,52.566944444444445,13.31277777777778
421,schichauweg,S2,52.398547,13.389372
422,schillingstr,U5,52.52027777777778,13.421666666666669
423,schlachtensee,S1,52.44,13.215277777777777
424,schlesisches tor,U1,52.50083333333333,13.441666666666666
425,schlossstr,U9,52.46083333333333,13.324444444444444
427,schulzendorf,S25,52.61277777777778,13.245833333333332
428,schwartzkopffstr,U6,52.53527777777778,13.377222222222224
429,schöneberg,S1,52.47944444444445,13.351666666666668
430,schöneberg,S41,52.47944444444445,13.351666666666668
431,schöneberg,S42,52.47944444444445,13.351666666666668
432,schöneberg,S46,52.47944444444445,13.351666666666668
433,schöneweide,S45,52.455000000000005,13.509444444444444
434,schöneweide,S46,52.455000000000005,13.509444444444444
435,schöneweide,S47,52.455000000000005,13.509444444444444
436,schöneweide,S8,52.455000000000005,13.509444444444444
437,schöneweide,S85,52.455000000000005,13.509444444444444
438,schöneweide,S9,52.455000000000005,13.509444444444444
439,schönfliess,S8,52.664722222222224,13.34027777777778
440,schönhauser allee,U2,52.549166666666665,13.416111111111112
441,schönhauser allee,S41,52.549166666666665,13.416111111111112
442,schönhauser allee,S42,52.549166666666665,13.416111111111112
443,schönhauser allee,S8,52.549166666666665,13.416111111111112
444,schönhauser allee,S85,52.549166666666665,13.416111111111112
445,schönholz,S1,52.57138888888889,13.381388888888887
446,schönholz,S25,52.57138888888889,13.381388888888887
447,schönholz,S26,52.57138888888889,13.381388888888887
448,schönleinstr,U8,52.49305555555556,13.421944444444444
449,seestr,U6,52.55,13.352777777777778
450,senefelderplatz,U2,52.5325,13.4125
451,siemensdamm,U7,52.53666666666666,13.275555555555556
452,sonnenallee,S41,52.47277777777778,13.455277777777775
453,sonnenallee,S42,52.47277777777778,13.455277777777775
454,sophie charlotte platz,U2,52.51083333333333,13.296666666666669
455,spandau,S3,52.53472222222222,13.195833333333333
456,spandau,S9,52.53472222222222,13.195833333333333
457,spichernstr,U3,52.49666666666667,13.331111111111111
458,spichernstr,U9,52.49666666666667,13.331111111111111
459,spindlersfeld,S47,52.447222222222216,13.561388888888889
460,spittelmarkt,U2,52.51111111111111,13.403611111111111
461,springpfuhl,S7,52.52722222222222,13.536388888888888
462,springpfuhl,S75,52.52722222222222,13.536388888888888
463,stadtmitte,U2,52.51222222222222,13.389444444444443
464,stadtmitte,U6,52.51222222222222,13.389444444444443
465,storkower str,S41,52.52388888888889,13.464444444444444
466,storkower str,S42,52.52388888888889,13.464444444444444
467,storkower str,S8,52.52388888888889,13.464444444444444
468,storkower str,S85,52.52388888888889,13.464444444444444
469,strausberg,S5,52.53194444444444,13.836944444444445
470,strausberg nord,S5,52.59027777777778,13.908333333333331
471,strausberg stadt,S5,52.57666666666667,13.887777777777778
472,strausberger platz,U5,52.51805555555556,13.430833333333332
473,stresow,S3,52.53194444444444,13.208888888888888
474,stresow,S9,52.53194444444444,13.208888888888888
475,sundgauer str,S1,52.436388888888885,13.273888888888887
476,südende,S25,52.448117,13.353646
477,südende,S26,52.448117,13.353646
478,südkreuz,S2,52.47555555555556,13.364444444444445
479,südkreuz,S25,52.47555555555556,13.364444444444445
480,südkreuz,S26,52.47555555555556,13.364444444444445
481,südkreuz,S41,52.47555555555556,13.364444444444445
482,südkreuz,S42,52.47555555555556,13.364444444444445
483,südkreuz,S45,52.47555555555556,13.364444444444445
484,südkreuz,S46,52.47555555555556,13.364444444444445
485,südstern,U7,52.489444444444445,13.407777777777778
486,tegel,S25,52.58861111111111,13.289444444444444
487,teltow stadt,S25,52.396878,13.276392
488,tempelhof,U6,52.47083333333334,13.385277777777777
489,tempelhof,S41,52.47083333333334,13.385277777777777
490,tempelhof,S42,52.47083333333334,13.385277777777777
491,tempelhof,S45,52.47083333333334,13.385277777777777
492,tempelhof,S46,52.47083333333334,13.385277777777777
493,theodor heuss platz,U2,52.50972222222222,13.273055555555556
494,tiergarten,S3,52.51444,13.33649
495,tiergarten,S5,52.51444,13.33649
496,tiergarten,S7,52.51444,13.33649
497,tiergarten,S9,52.51444,13.33649
498,tierpark,U5,52.49638888888889,13.523333333333332
499,treptower park,S41,52.49388888888889,13.461388888888887
500,treptower park,S42,52.49388888888889,13.461388888888887
501,treptower park,S8,52.49388888888889,13.461388888888887
502,treptower park,S85,52.49388888888889,13.461388888888887
503,treptower park,S9,52.49388888888889,13.461388888888887
504,turmstr,U9,52.52583333333333,13.343333333333334
505,uhlandstr,U1,52.5025,13.325555555555557
506,ullsteinstr,U6,52.45388888888889,13.384444444444444
507,unter den linden,U5,52.51694444444444,13.38888888888889
508,unter den linden,U6,52.51694444444444,13.38888888888889
509,viktoria luise platz,U4,52.49611111111111,13.342777777777778
510,vinetastr,U2,52.55916666666666,13.413333333333334
511,voltastr,U8,52.54222222222222,13.393055555555556
512,waidmannslust,S1,52.60638888888889,13.321111111111112
513,waidmannslust,S26,52.60638888888889,13.321111111111112
514,walther schreiber platz,U9,52.465,13.331666666666669
515,wannsee,S1,52.421388888888885,13.179166666666664
516,wannsee,S7,52.421388888888885,13.179166666666664
517,warschauer str,U1,52.50569444444445,13.44972222222222
