,station,line,latitude,longitude
518,warschauer str,S3,52.50569444444445,13.44972222222222
519,warschauer str,S5,52.50569444444445,13.44972222222222
520,warschauer str,S7,52.50569444444445,13.44972222222222
521,warschauer str,S75,52.50569444444445,13.44972222222222
522,warschauer str,S9,52.50569444444445,13.44972222222222
523,wartenberg,S75,52.57305555555556,13.50388888888889
524,wassmannsdorf,S45,52.36805555555556,13.463333333333331
525,wassmannsdorf,S9,52.36805555555556,13.463333333333331
526,weberwiese,U5,52.516666666666666,13.445
527,wedding,U6,52.5425,13.366111111111111
528,wedding,S41,52.5425,13.366111111111111
529,wedding,S42,52.5425,13.366111111111111
530,weinmeisterstr,U8,52.52555555555556,13.405
531,westend,S41,52.51805555555556,13.284444444444444
532,westend,S42,52.51805555555556,13.284444444444444
533,westend,S46,52.51805555555556,13.284444444444444
534,westhafen,U9,52.53638888888889,13.34388888888889
535,westhafen,S41,52.53638888888889,13.34388888888889
536,westhafen,S42,52.53638888888889,13.34388888888889
537,westkreuz,S3,52.50111111111111,13.283888888888889
538,westkreuz,S41,52.50111111111111,13.283888888888889
539,westkreuz,S42,52.50111111111111,13.283888888888889
540,westkreuz,S46,52.50111111111111,13.283888888888889
541,westkreuz,S5,52.50111111111111,13.283888888888889
542,westkreuz,S7,52.50111111111111,13.283888888888889
543,westkreuz,S9,52.50111111111111,13.283888888888889
544,westphalweg,U6,52.44638888888888,13.385555555555555
545,wildau,S46,52.32,13.633888888888889
546,wilhelmshagen,S3,52.43861111111111,13.722222222222223
547,wilhelmsruh,S1,52.581388888888895,13.363055555555556
548,wilhelmsruh,S26,52.581388888888895,13.363055555555556
549,wilmersdorfer str,U7,52.50666666666667,13.306666666666668
550,wittenau,U8,52.59583333333334,13.336666666666668
551,wittenau,S1,52.59583333333334,13.336666666666668
552,wittenau,S26,52.59583333333334,13.336666666666668
553,wittenbergplatz,U1,52.50194444444445,13.343055555555557
554,wollankstr,S1,52.56527777777777,13.39222222222222
555,wollankstr,S25,52.56527777777777,13.39222222222222
556,wollankstr,S26,52.56527777777777,13.39222222222222
557,wuhletal,U5,52.5125,13.575
558,wuhletal,S5,52.5125,13.575
559,wuhlheide,S3,52.46888888888889,13.553333333333336
560,wutzkyallee,U7,52.42333333333333,13.474722222222224
561,yorckstr,U7,52.49250000000001,13.370277777777778
562,yorckstr,S2,52.49250000000001,13.370277777777778
563,yorckstr,S25,52.49250000000001,13.370277777777778
564,yorckstr,S26,52.49250000000001,13.370277777777778
565,yorckstr,S1,52.49250000000001,13.370277777777778
566,zehlendorf,S1,52.43083333333333,13.258333333333333
567,zepernick,S2,52.65972222222222,13.533888888888889
568,zeuthen,S46,52.34861111111111,13.6275
569,zitadelle,U7,52.53777777777778,13.217777777777778
570,zoo,U2,52.50722222222223,13.3325
571,zoo,U9,52.50722222222223,13.3325
572,zoo,S3,52.50722222222223,13.3325
573,zoo,S5,52.50722222222223,13.3325
574,zoo,S7,52.50722222222223,13.3325
575,zoo,S9,52.50722222222223,13.3325
576,zwickauer damm,U7,52.42333333333333,13.483888888888888
